trial_id,arm_id_unq,arm_id_subgroup,arm_id,ctgov_group_code,arm_label,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,result_group_id,design_group_id,note,n_rand,subgroup_name,subgroup_name2,source
NCT00849017,uaa10396,NA,aa0618,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9735493,NA,NA,NA,NA,NA,NA
NCT00849056,uaa10397,NA,aa0619,BG001|EG001|FG001|OG001,albiglutide,albiglutide,30,milligram,weekly,NA,NA,NA,NA,9735508|9735511|9735513|9735515,NA,NA,NA,NA,NA,NA
NCT00849056,uaa10398,NA,aa0620,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9735507|9735510|9735512|9735514,NA,NA,NA,NA,NA,NA
NCT00849056,uaa10399,NA,aa0621,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9735509,NA,NA,NA,NA,NA,NA
NCT00854035,ab0087,NA,ab0087,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00854035,ab0088,NA,ab0088,NA,sitagliptin,sitagliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00855166,uaa10400,NA,aa0622|aa0623,OG001|BG001|EG001|FG001|OG001,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9736735|9736728|9736731|9736733|9736737,NA,NA|NA,NA,NA,NA,NA
NCT00855166,uaa10401,NA,aa0624|aa0625,OG000|BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9736734|9736727|9736730|9736732|9736736,NA,NA|NA,NA,NA,NA,NA
NCT00855166,uaa10402,NA,aa0626,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9736729,NA,NA,NA,NA,NA,NA
NCT00856284,uaa10403,NA,aa0628,BG000|EG000|FG000|OG000,alogliptin,alogliptin,12.5,milligram,od,NA,NA,NA,NA,9736946|9736950|9736953|9736956,NA,NA,NA,NA,NA,NA
NCT00856284,uaa10404,NA,aa0629,BG001|EG001|FG001|OG001,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9736947|9736951|9736954|9736957,NA,NA,NA,NA,NA,NA
NCT00856284,uaa10405,NA,aa0627,BG002|EG002|FG002|OG002,glipizide,glipizide,5,milligram,od,NA,NA,NA,NA,9736948|9736952|9736955|9736958,NA,uptitration to 20mg allowed between weeks 3 and 20,NA,NA,NA,NA
NCT00856284,uaa10406,NA,aa0630,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9736949,NA,NA,NA,NA,NA,NA
NCT00859898,uaa10407,NA,aa0633|aa0634|aa0635,OG001|BG001|EG000|OG001|FG001,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9737773|9737764|9737771|9737774|9737768,NA,NA|NA|NA,NA,NA,NA,NA
NCT00859898,uaa10408,NA,aa0631,BG000|EG001|FG000|OG000,dapagliflozin_metformin,dapagliflozin,10,milligram,od,metformin,500,milligram,od,9737763|9737767|9737770|9737775,NA,metformin titrated as tolerated,NA,NA,NA,NA
NCT00859898,uaa10409,NA,aa0632,BG002|EG002|FG002|OG002,metformin,metformin,500,milligram,od,NA,NA,NA,NA,9737765|9737769|9737772|9737776,NA,metformin titrated as tolerated,NA,NA,NA,NA
NCT00859898,uaa10410,NA,aa0636,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9737766,NA,NA,NA,NA,NA,NA
NCT00866658,uaa10411,NA,aa0637|aa0638,BG001|FG001|EG001|OG001,lixisenatide,lixisenatide,20,microgram,od,NA,NA,NA,NA,9738936|9738939|9738941|9738943,NA,NA|NA,NA,NA,NA,NA
NCT00866658,uaa10412,NA,aa0639|aa0640|aa0641,BG000|FG000|EG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9738935|9738938|9738940|9738942,NA,NA|NA|NA,NA,NA,NA,NA
NCT00866658,uaa10413,NA,aa0642,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9738937,NA,NA,NA,NA,NA,NA
NCT00870194,uaa10414,NA,aa0643,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9739624|9739627|9739629|9739631,NA,NA,NA,NA,NA,NA
NCT00870194,uaa10415,NA,aa0644,BG001|EG001|FG001|OG001,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9739625|9739628|9739630|9739632,NA,NA,NA,NA,NA,NA
NCT00870194,uaa10416,NA,aa0645,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9739626,NA,NA,NA,NA,NA,NA
NCT00875394,uaa10417,NA,aa0646,BG002|EG002|FG002|OG002,metformin,metformin,850,milligram,bd,NA,NA,NA,NA,10144610|10144614|10144617|10144620,NA,NA,NA,NA,NA,NA
NCT00875394,uaa10418,NA,aa0647,BG001|EG001|FG001|OG001,other_oad,other_oad,NA,NA,NA,NA,NA,NA,NA,10144609|10144613|10144616|10144619,NA,NA,NA,NA,NA,NA
NCT00875394,uaa10419,NA,aa0648|aa0649,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,10144608|10144612|10144618|10144615,NA,NA|NA,NA,NA,NA,NA
NCT00875394,uaa10420,NA,aa0650,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,10144611,NA,NA,NA,NA,NA,NA
NCT00877890,uaa10421,NA,aa0652|aa0654|aa0656,OG001|OG003|BG001|EG001|FG001|OG001,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,9741033|9741035|9741026|9741029|9741031|9741037,NA,cohort with ancillary su|cohort without ancillary su|NA,NA,NA,NA,NA
NCT00877890,uaa10422,NA,aa0651|aa0653|aa0655,OG000|OG002|BG000|EG000|FG000|OG000,exenatide,exenatide,2,milligram,weekly,NA,NA,NA,NA,9741032|9741034|9741025|9741028|9741030|9741036,NA,cohort with ancillary su|cohort without ancillary su|NA,NA,NA,NA,NA
NCT00877890,uaa10423,NA,aa0657,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9741027,NA,NA,NA,NA,NA,NA
NCT00885352,uaa10424,NA,aa0658,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9742585|9742588|9742590|9742592,NA,NA,NA,NA,NA,NA
NCT00885352,uaa10425,NA,aa0659|aa0660,BG000|FG000|OG000|EG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9742584|9742587|9742589|9742591,NA,NA|NA,NA,NA,NA,NA
NCT00885352,uaa10426,NA,aa0661,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9742586,NA,NA,NA,NA,NA,NA
NCT00885378,uaa10427,NA,aa0662,BG001|EG000|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9742603|9742606|9742608|9742609,NA,NA,NA,NA,NA,NA
NCT00885378,uaa10428,NA,aa0663,BG000|EG001|FG000|OG000,saxagliptin,saxagliptin,2.5,milligram,od,NA,NA,NA,NA,9742602|9742605|9742607|9742610,NA,NA,NA,NA,NA,NA
NCT00885378,uaa10429,NA,aa0664,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9742604,NA,NA,NA,NA,NA,NA
NCT00894868,ab0089,NA,ab0089,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00894868,ab0090,NA,ab0090,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00909597,ab0091,NA,ab0091,NA,pioglitazone,pioglitazone,45,mg,od,NA,NA,NA,NA,NA,NA,standardised uptitration,NA,NA,NA,NA
NCT00909597,ab0092,NA,ab0092,NA,taspoglutide,taspoglutide,10,mg,weekly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00909597,ab0093,NA,ab0093,NA,taspoglutide,taspoglutide,20,mg,weekly,NA,NA,NA,NA,NA,NA,standardised uptitration,NA,NA,NA,NA
NCT00915772,uaa10430,uaa10430a,uaa10430,NA,metformin,metformin,500,milligram,od,NA,NA,NA,NA,NA,NA,NA,NA,non switch,NA,NA
NCT00915772,uaa10430,uaa10430b,uaa10430,NA,metformin,metformin,500,milligram,od,NA,NA,NA,NA,NA,NA,NA,NA,switch,NA,NA
NCT00915772,uaa10431,uaa10431a,uaa10431,NA,linagliptin,linagliptin,2.5,milligram,od,NA,NA,NA,NA,NA,NA,NA,NA,non switch,NA,NA
NCT00915772,uaa10431,uaa10431b,uaa10431,NA,linagliptin,linagliptin,2.5,milligram,od,NA,NA,NA,NA,NA,NA,NA,NA,switch,NA,NA
NCT00915772,uaa10432,uaa10432a,uaa10432,NA,linagliptin_metformin,linagliptin,2.5,milligram,od,metformin,500,milligram,od,NA,NA,NA,NA,non switch,NA,NA
NCT00915772,uaa10432,uaa10432b,uaa10432,NA,linagliptin_metformin,linagliptin,2.5,milligram,od,metformin,500,milligram,od,NA,NA,NA,NA,switch,NA,NA
NCT00917267,uaa10434,NA,aa0674|aa0676|aa0678,OG001|OG003|BG001|EG001|FG001|OG001,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,9748320|9748322|9748313|9748316|9748318|9748324,NA,cohort with ancillary su|cohort without ancillary su|NA,NA,NA,NA,NA
NCT00917267,uaa10435,NA,aa0673|aa0675|aa0677,OG000|OG002|BG000|EG000|FG000|OG000,exenatide,exenatide,2,milligram,weekly,NA,NA,NA,NA,9748319|9748321|9748312|9748315|9748317|9748323,NA,cohort with ancillary su|cohort without ancillary su|NA,NA,NA,NA,NA
NCT00917267,uaa10436,NA,aa0679,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9748314,NA,NA,NA,NA,NA,NA
NCT00918879,uaa10437,NA,aa0680,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9748546|9748549|9748551|9748553,NA,NA,NA,NA,NA,NA
NCT00918879,uaa10438,NA,aa0681,BG000|EG000|FG000|OG000,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9748545|9748548|9748550|9748552,NA,NA,NA,NA,NA,NA
NCT00918879,uaa10439,NA,aa0682,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9748547,NA,NA,NA,NA,NA,NA
NCT00935532,uaa10440,NA,aa0683,BG000|EG000|FG000|OG000,exenatide,exenatide,2,milligram,weekly,NA,NA,NA,NA,9751956|9751959|9751961|9751963,NA,NA,NA,NA,NA,NA
NCT00935532,uaa10441,NA,aa0684,BG001|EG001|FG001|OG001,insulin_glargine,insulin glargine,as per bm,units,od,NA,NA,NA,NA,9751957|9751960|9751962|9751964,NA,NA,NA,NA,NA,NA
NCT00935532,uaa10442,NA,aa0685,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9751958,NA,NA,NA,NA,NA,NA
NCT00954447,uaa10443,NA,aa0686,BG001|EG001|FG001|OG001,linagliptin,linagliptin,5,milligram,od,NA,NA,NA,NA,9755960|9755963|9755965|9755967,NA,NA,NA,NA,NA,NA
NCT00954447,uaa10444,NA,aa0687,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9755959|9755962|9755964|9755966,NA,NA,NA,NA,NA,NA
NCT00954447,uaa10445,NA,aa0688,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9755961,NA,NA,NA,NA,NA,NA
NCT00957060,ab0094,NA,ab0094,NA,glimepiride,glimepiride,2,mg,od,NA,NA,NA,NA,NA,NA,"starting dose, can titrate up to 6mg",NA,NA,NA,NA
NCT00957060,ab0095,NA,ab0095,NA,sitagliptin,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00960076,uaa10446,NA,aa0689,BG001|EG001|FG001|OG001,metformin,metformin,1000,milligram,bd,NA,NA,NA,NA,9757331|9757334|9757336|9757338,NA,"all arms allowed metformin, metformin arm has 500mg extra",NA,NA,NA,NA
NCT00960076,uaa10447,NA,aa0690,BG000|EG000|FG000|OG000,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9757330|9757333|9757335|9757337,NA,NA,NA,NA,NA,NA
NCT00960076,uaa10448,NA,aa0691,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9757332,NA,NA,NA,NA,NA,NA
NCT00960661,uaa10449,NA,aa0692,BG000|EG000|FG001|OG000,exenatide,exenatide,10,microgram,od,NA,NA,NA,NA,9757479|9757483|9757485|9757487,NA,NA,NA,NA,NA,NA
NCT00960661,uaa10450,NA,aa0693,FG000,ignore_ext,NA,NA,NA,NA,NA,NA,NA,NA,9757482,NA,NA,NA,NA,NA,NA
NCT00960661,uaa10451,NA,aa0694,BG001|EG001|FG002|OG001,insulin_lispro,insulin lispro,as per bm,units,tds,NA,NA,NA,NA,9757480|9757484|9757486|9757488,NA,NA,NA,NA,NA,NA
NCT00960661,uaa10452,NA,aa0695,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9757481,NA,NA,NA,NA,NA,NA
NCT00968708,uaa10453,NA,aa0696|aa0697,BG001|EG001|OG001|FG001,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9759027|9759032|9759034|9759030,NA,dose reduced as required for renal function|dose reduced as required for renal function,NA,NA,NA,NA
NCT00968708,uaa10454,NA,aa0698|aa0699,BG000|EG000|OG000|FG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9759026|9759031|9759033|9759029,NA,NA|NA,NA,NA,NA,NA
NCT00968708,uaa10455,NA,aa0700,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9759028,NA,NA,NA,NA,NA,NA
NCT00968812,uaa10456,NA,aa0705|aa0706|aa0709|aa0711,FG000|EG003|EG000|BG000|OG000,canagliflozin,canagliflozin,100,milligram,od,NA,NA,NA,NA,9759043|9759052|9759049|9759039|9759046,NA,results at 104 weeks|results at 104 weeks|results at 52 weeks|NA,NA,NA,NA,NA
NCT00968812,uaa10457,NA,aa0707|aa0708|aa0710|aa0712,FG001|EG004|EG001|BG001|OG001,canagliflozin,canagliflozin,300,milligram,od,NA,NA,NA,NA,9759044|9759053|9759050|9759040|9759047,NA,results at 104 weeks|results at 104 weeks|results at 52 weeks|NA,NA,NA,NA,NA
NCT00968812,uaa10458,NA,aa0701|aa0702|aa0703|aa0704,BG002|OG002|FG002|EG005|EG002,glimepiride,glimepiride,1,milligram,od,NA,NA,NA,NA,9759041|9759048|9759045|9759054|9759051,NA,glim uptitrated as tolerated|glim uptitrated as tolerated| results at 104 weeks|glim uptitrated as tolerated| results at 104 weeks|glim uptitrated as tolerated| results at 52 weeks,NA,NA,NA,NA
NCT00968812,uaa10459,NA,aa0713,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9759042,NA,NA,NA,NA,NA,NA
NCT00974090,uaa10460,NA,aa0714|aa0715,EG002|EG003,ignore_ext,NA,NA,NA,NA,NA,NA,NA,NA,9760041|9760042,NA,phase a up to 12 weeks only|phase a up to 12 weeks only,NA,NA,NA,NA
NCT00974090,uaa10461,NA,aa0716|aa0717,BG000|FG000|OG000|EG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9760032|9760035|9760037|9760039,NA,phase a up to 12 weeks only|phase a up to 12 weeks only,NA,NA,NA,NA
NCT00974090,uaa10462,NA,aa0718|aa0719,BG001|FG001|OG001|EG001,teneligliptin,teneligliptin,20,milligram,od,NA,NA,NA,NA,9760033|9760036|9760038|9760040,NA,phase a up to 12 weeks only|phase a up to 12 weeks only,NA,NA,NA,NA
NCT00974090,uaa10463,NA,aa0720,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9760034,NA,NA,NA,NA,NA,NA
NCT00975065,ab0096,NA,ab0096,NA,metformin,metformin,500,mg,bd,NA,NA,NA,NA,NA,NA,can go up to an extra 1000mg bd,NA,NA,NA,NA
NCT00975065,ab0097,NA,ab0097,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00975286,uaa10464,NA,aa0721|aa0722,EG001|OG001|BG001|FG001,lixisenatide,lixisenatide,20,microgram,od,NA,NA,NA,NA,9760266|9760268|9760261|9760264,NA,NA|NA,NA,NA,NA,NA
NCT00975286,uaa10465,NA,aa0723|aa0724|aa0725,EG000|OG000|BG000|FG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9760265|9760267|9760260|9760263,NA,NA|NA|NA,NA,NA,NA,NA
NCT00975286,uaa10466,NA,aa0726,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9760262,NA,NA,NA,NA,NA,NA
NCT00976391,uaa10467,NA,aa0727|aa0728,BG000|EG000|OG000|FG000,albiglutide,albiglutide,30,milligram,weekly,NA,NA,NA,NA,9760495|9760500|9760502|9760498,NA,uptitration up to 50mg allowed|uptitration up to 50mg allowed,NA,NA,NA,NA
NCT00976391,uaa10468,NA,aa0729,BG001|EG001|FG001|OG001,insulin_lispro,insulin lispro,as per bm,units,NA,NA,NA,NA,NA,9760496|9760499|9760501|9760503,NA,NA,NA,NA,NA,NA
NCT00976391,uaa10469,NA,aa0730,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9760497,NA,NA,NA,NA,NA,NA
NCT00976937,uaa10470,NA,aa0731|aa0732|aa0733,EG000|OG000|BG000|FG000,lixisenatide,lixisenatide,20,microgram,od,NA,NA,NA,NA,9760706|9760708|9760701|9760704,NA,NA|NA|NA,NA,NA,NA,NA
NCT00976937,uaa10471,NA,aa0734|aa0735,EG001|OG001|BG001|FG001,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9760707|9760709|9760702|9760705,NA,NA|NA,NA,NA,NA,NA
NCT00976937,uaa10472,NA,aa0736,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9760703,NA,NA,NA,NA,NA,NA
NCT00984867,uaa10473,NA,aa0737|aa0739|aa0741,OG001|EG001|BG001|FG001|OG001,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9762589|9762591|9762582|9762585|9762587,NA,full analysis set|safety analysis set|NA,NA,NA,NA,NA
NCT00984867,uaa10474,NA,aa0738|aa0740|aa0742,OG000|EG000|BG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9762588|9762590|9762581|9762584|9762586,NA,full analysis set|safety analysis set|NA,NA,NA,NA,NA
NCT00984867,uaa10475,NA,aa0743,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9762583,NA,NA,NA,NA,NA,NA
NCT00996658,uaa10476,NA,aa0744|aa0745,EG001|FG001|OG001|BG001,linagliptin,linagliptin,5,milligram,od,NA,NA,NA,NA,9765138|9765140|9765142|9765135,NA,NA|NA,NA,NA,NA,NA
NCT00996658,uaa10477,NA,aa0746|aa0747,EG000|FG000|OG000|BG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9765137|9765139|9765141|9765134,NA,NA|NA,NA,NA,NA,NA
NCT00996658,uaa10478,NA,aa0748,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9765136,NA,NA,NA,NA,NA,NA
NCT00998881,uaa10479,NA,aa0749,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9765742|9765745|9765747|9765749,NA,NA,NA,NA,NA,NA
NCT00998881,uaa10480,NA,aa0750,BG001|EG001|FG001|OG001,teneligliptin,teneligliptin,20,milligram,od,NA,NA,NA,NA,9765743|9765746|9765748|9765750,NA,NA,NA,NA,NA,NA
NCT00998881,uaa10481,NA,aa0751,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9765744,NA,NA,NA,NA,NA,NA
NCT01003184,uaa10482,NA,aa0752,BG000|EG000|FG000|OG000,exenatide,exenatide,2,milligram,weekly,NA,NA,NA,NA,9766718|9766721|9766723|9766725,NA,NA,NA,NA,NA,NA
NCT01003184,uaa10483,NA,aa0753,BG001|EG001|FG001|OG001,insulin_detemir,insulin detemir,as per bm,units,od|bd,NA,NA,NA,NA,9766719|9766722|9766724|9766726,NA,NA,NA,NA,NA,NA
NCT01003184,uaa10484,NA,aa0754,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9766720,NA,NA,NA,NA,NA,NA
NCT01006590,uaa10485,NA,aa0755,BG001|EG001|FG001|OG001,metformin,metformin,500,milligram,od,NA,NA,NA,NA,9767347|9767350|9767352|9767354,NA,"all arms allowed metformin, metformin arm has 500mg extra",NA,NA,NA,NA
NCT01006590,uaa10486,NA,aa0756,BG000|EG000|FG000|OG000,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9767346|9767349|9767351|9767353,NA,"all arms allowed metformin, metformin arm has 500mg extra",NA,NA,NA,NA
NCT01006590,uaa10487,NA,aa0757,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9767348,NA,NA,NA,NA,NA,NA
NCT01006603,uaa10488,NA,aa0758|aa0759,FG001|BG001|EG001|OG001,glimepiride,glimepiride,1|2|3|4|6,milligram,od,NA,NA,NA,NA,9767359|9767356|9767361|9767363,NA,pooled doses|pooled doses,NA,NA,NA,NA
NCT01006603,uaa10489,NA,aa0760,BG000|EG000|FG000|OG000,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9767355|9767358|9767360|9767362,NA,NA,NA,NA,NA,NA
NCT01006603,uaa10490,NA,aa0761,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9767357,NA,NA,NA,NA,NA,NA
NCT01018173,ab0098,NA,ab0098,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01018173,ab0099,NA,ab0099,NA,taspoglutide,taspoglutide,20,mg,weekly,NA,NA,NA,NA,NA,NA,standardised uptitration,NA,NA,NA,NA
NCT01023581,uaa10491,NA,aa0762,BG002|EG002|FG002|OG002,alogliptin,alogliptin,12.5,milligram,od,NA,NA,NA,NA,9771010|9771018|9771025|9771032,NA,NA,NA,NA,NA,NA
NCT01023581,uaa10492,NA,aa0763,BG001|EG001|FG001|OG001,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9771009|9771017|9771024|9771031,NA,NA,NA,NA,NA,NA
NCT01023581,uaa10493,NA,aa0764,BG006|EG006|FG006|OG006,alogliptin_metformin,alogliptin,12.5,milligram,od,metformin,1000,milligram,bd,9771014|9771022|9771029|9771036,NA,NA,NA,NA,NA,NA
NCT01023581,uaa10494,NA,aa0765,BG005|EG005|FG005|OG005,alogliptin_metformin,alogliptin,12.5,milligram,od,metformin,500,milligram,bd,9771013|9771021|9771028|9771035,NA,NA,NA,NA,NA,NA
NCT01023581,uaa10495,NA,aa0767,BG004|EG004|FG004|OG004,metformin,metformin,1000,milligram,bd,NA,NA,NA,NA,9771012|9771020|9771027|9771034,NA,NA,NA,NA,NA,NA
NCT01023581,uaa10496,NA,aa0766,BG003|EG003|FG003|OG003,metformin,metformin,500,milligram,bd,NA,NA,NA,NA,9771011|9771019|9771026|9771033,NA,NA,NA,NA,NA,NA
NCT01023581,uaa10497,NA,aa0768,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9771008|9771016|9771023|9771030,NA,NA,NA,NA,NA,NA
NCT01023581,uaa10498,NA,aa0769,BG007,total,NA,NA,NA,NA,NA,NA,NA,NA,9771015,NA,NA,NA,NA,NA,NA
NCT01026194,uaa10499,NA,aa0770|aa0771,EG002|EG003,ignore_ext,NA,NA,NA,NA,NA,NA,NA,NA,9771587|9771588,NA,phase a up to 12 weeks only|phase a up to 12 weeks only,NA,NA,NA,NA
NCT01026194,uaa10500,NA,aa0772|aa0773,BG000|FG000|OG000|EG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9771578|9771581|9771583|9771585,NA,phase a up to 12 weeks only|phase a up to 12 weeks only,NA,NA,NA,NA
NCT01026194,uaa10501,NA,aa0774|aa0775,BG001|FG001|OG001|EG001,teneligliptin,teneligliptin,20,milligram,od,NA,NA,NA,NA,9771579|9771582|9771584|9771586,NA,phase a up to 12 weeks only|phase a up to 12 weeks only,NA,NA,NA,NA
NCT01026194,uaa10502,NA,aa0776,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9771580,NA,phase a up to 12 weeks only,NA,NA,NA,NA
NCT01028391,uaa10503,NA,aa0777,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9772169|9772172|9772174|9772176,NA,NA,NA,NA,NA,NA
NCT01028391,uaa10504,NA,aa0778,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9772168|9772171|9772173|9772175,NA,NA,NA,NA,NA,NA
NCT01028391,uaa10505,NA,aa0779,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9772170,NA,NA,NA,NA,NA,NA
NCT01029886,uaa10506,NA,aa0780|aa0782|aa0784,OG000|OG002|BG000|EG000|FG000|OG000,exenatide,exenatide,2,milligram,weekly,NA,NA,NA,NA,9772434|9772436|9772427|9772430|9772432|9772438,NA,cohort with ancillary su|cohort without ancillary su|NA,NA,NA,NA,NA
NCT01029886,uaa10507,NA,aa0781|aa0783|aa0785,OG001|OG003|BG001|EG001|FG001|OG001,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,9772435|9772437|9772428|9772431|9772433|9772439,NA,cohort with ancillary su|cohort without ancillary su|NA,NA,NA,NA,NA
NCT01029886,uaa10508,NA,aa0786,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9772429,NA,NA,NA,NA,NA,NA
NCT01031680,uaa10509,NA,aa0787,BG000|EG000|FG000|OG000,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9772732|9772735|9772737|9772739,NA,NA,NA,NA,NA,NA
NCT01031680,uaa10510,NA,aa0788,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9772733|9772736|9772738|9772740,NA,NA,NA,NA,NA,NA
NCT01031680,uaa10511,NA,aa0789,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9772734,NA,NA,NA,NA,NA,NA
NCT01032629,uaa10512,NA,aa0791,BG001|EG001|FG001|OG001,canagliflozin,canagliflozin,100,milligram,od,NA,NA,NA,NA,9772940|9772944|9772947|9772951,NA,NA,NA,NA,NA,NA
NCT01032629,uaa10513,NA,aa0790,OG003,canagliflozin,canagliflozin,100|300,milligram,od,NA,NA,NA,NA,9772949,NA,pooled doses,NA,NA,NA,NA
NCT01032629,uaa10514,NA,aa0792,BG002|EG002|FG002|OG002,canagliflozin,canagliflozin,300,milligram,od,NA,NA,NA,NA,9772941|9772945|9772948|9772952,NA,NA,NA,NA,NA,NA
NCT01032629,uaa10515,NA,aa0793,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9772939|9772943|9772946|9772950,NA,NA,NA,NA,NA,NA
NCT01032629,uaa10516,NA,aa0794,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9772942,NA,NA,NA,NA,NA,NA
NCT01042977,uaa10517,NA,aa0795,BG000|EG000|FG000|OG000,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9774715|9774718|9774720|9774722,NA,NA,NA,NA,NA,NA
NCT01042977,uaa10518,NA,aa0796,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9774716|9774719|9774721|9774723,NA,NA,NA,NA,NA,NA
NCT01042977,uaa10519,NA,aa0797,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9774717,NA,NA,NA,NA,NA,NA
