nct_id,arm_id_unq,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,new_note
UMIN000025418,updac0195,,,,,,,,,
UMIN000026340,updac0196,empagliflozin,10,mg,od,,,,,
UMIN000026340,updac0197,sitagliptin,100,mg,od,,,,,
UMIN000027614,updac0198,liraglutide,0.9,mg,od,,,,,
UMIN000027614,updac0199,empagliflozin,10,mg,od,,,,,
UMIN000028014,updac0200,dapagliflozin,5,mg,od,,,,,
UMIN000028014,updac0201,sitagliptin,50,mg,od,,,,,
UMIN000028293,updac0202,anagliptin,200,mg,od,,,,,
UMIN000028293,updac0203,metformin,500,mg,bd,,,,,
UMIN000029628,updac0204,teneligliptin,20,mg,od,,,,,
UMIN000029628,updac0205,,,,,,,,,
UMIN000030514,updac0206,dapagliflozin,5,mg,od,,,,,
UMIN000030514,updac0207,sitagliptin|vildagliptin|alogliptin|linagliptin|teneligliptin|anagliptin|saxagliptin,standard dosing,mg,,,,,,
UMIN000031451,updac0208,luseogliflozin,2.5,mg,od,,,,,
UMIN000031451,updac0209,sitagliptin|vildagliptin|alogliptin|linagliptin|teneligliptin|anagliptin|saxagliptin,standard dosing,mg,,,,,,
UMIN000034951,updac0210,anagliptin,100,mg,bd,,,,,
UMIN000034951,updac0211,alogliptin,25,mg,od,,,,,
UMIN000038459,updac0212,sitagliptin,50,mg,od,,,,,
UMIN000038459,updac0213,,,,,,,,,
UMIN000039079,updac0214,empagliflozin,10,mg,od,,,,,
UMIN000039079,updac0215,,,,,,,,,
UMIN000045003,updac0216,luseogliflozin,2.5,mg,od,,,,,
UMIN000045003,updac0217,,,,,,,,,
UTN 1111-1181-9567,updac0218,liraglutide,1.8,mg,od,,,,,
UTN 1111-1181-9567,updac0219,,,,,,,,,
KCT0005169,updac0220,teneligliptin,20,mg,od,,,,,
KCT0005169,updac0221,,,,,,,,,
2008-008367-95,updac0222,exenatide,5,microgram,bd,,,,,
2008-008367-95,updac0223,,,,,,,,,
IRSCTN 2013L01573,updac0224,dapagliflozin,10,mg,od,,,,,
IRSCTN 2013L01573,updac0225,saxagliptin,5,mg,od,,,,,
IRSCTN 2013L01573,updac0226,,,,,,,,,
researchregistry6306,updac0227,liraglutide,1.8,mg,od,,,,,
researchregistry6306,updac0228,,,,,,,,,
Hawler Medical University records of the clinical trials: No.276,updac0229,canagliflozin,300,mg,od,,,,,
Hawler Medical University records of the clinical trials: No.276,updac0230,sitagliptin,100,mg,od,,,,,
Hawler Medical University records of the clinical trials: No.276,updac0231,glimepiride,4,mg,od,,,,,
UMIN000045270,updac0232,semaglutide,7,mg,od,,,,,
UMIN000045270,updac0233,,,,,,,,,
UMIN000041551,updac0234,lixisenatide,unclear,,,,,,,
UMIN000041551,updac0235,,,,,,,,,
EudraCT 2017-000240-17,updac0236,empagliflozin,25,mg,od,,,,,
EudraCT 2017-000240-17,updac0237,,,,,,,,,
UMIN000038503,updac0238,omarigliptin,25,mg,weekly,,,,,
UMIN000038503,updac0239,sitagliptin| linagliptin| alogliptin| vildagliptin |saxagliptin |teneligliptin ,50| 5| 25| 100| 5| 20,mg,od,,,,,
UMIN000036202,updac0240,luseogliflozin,5,mg,od,,,,,
UMIN000036202,updac0241,metformin,500,mg,od,,,,,
IRCT201306100,updac0242,sitagliptin,100,mg,od,,,,,
IRCT201306100,updac0243,pioglitazone,30,mg,od,,,,,
researchregistry5987,updac0244,dapagliflozin,5,mg,od,,,,,
researchregistry5987,updac0244,dapagliflozin,10,mg,od,,,,,
researchregistry5987,updac0244,dapagliflozin,20,mg,od,,,,,
researchregistry5987,updac0244,dapagliflozin,50,mg,od,,,,,
researchregistry5987,updac0245,,,,,,,,,
Netherlands Trial Register (NTR 4439),updac0246,,,,,,,,,
NCT02653209,updac0247,,,,,,,,,
NCT03824002,updac0248,dulaglutide,1.5,mg,weekly,,,,,
NCT03824002,updac0249,,,,,,,,,
