trial_id,outcome,inrob,srch_rnd,covidence_id,study_id,reviewer,sequence_generation_judge,allocation_concealment_judge,blinding_participant,blinding_assessor,incomplete_outcome_data,selective_outcome_reporting,note,allocation_concealment_quote,allocation_concealment_comment,blinding_assessor_judge,blinding_assessor_quote,blinding_assessor_comment,blinding_participant_judge,blinding_participant_quote,blinding_participant_comment,incomplete_outcome_data_judge,incomplete_outcome_data_quote,incomplete_outcome_data_comment,other_bias_judge,other_bias_quote,other_bias_comment,selective_outcome_reporting_judge,selective_outcome_reporting_quote,selective_outcome_reporting_comment,sequence_generation_quote,sequence_generation_comment
NCT00839527,hba1c and or MACE,y,orig,#2453,Home 2015,"KA,SA",low,low,,,,,,"An interactive voice response system randomly assigned participants in a 5: 5: 2 ratio to subcutaneous albiglutide 30 mg/week, oral pioglitazone 30 mg/day or placebo. Random- ization was stratified by HbA1c","
","unclear,low",,,low,"This was a phase 3, randomized, double-blind, placebo- and active-controlled, parallel-group, multicentre study.","
","high,low",Changes from baseline over time for FPG and body weight were analysed using similar methods (LOCF analyses of all participants carrying forward last measurement before hyper- glycaemic rescue therapy).,"
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"An interactive voice response system randomly assigned participants in a 5: 5: 2 ratio to subcutaneous albiglutide 30 mg/week, oral pioglitazone 30 mg/day or placebo. Random- ization was stratified by HbA1c (<8.0 vs. ≥8.0%), history of myocardial infarction and age (<65 vs. ≥65 years).","
"
NCT00849017,hba1c and or MACE,y,orig,#2804,Nauck 2016,"KA,SA",low,low,,,,,,Random assignment of 105 patients to each of the three treatment groups in a 1:1:1 ratio by an interactive voice response system was planned.,"
",low,jection. Both albiglutide and matching placebo contained the same excipients added to either lyophilised albiglutide or matching placebo. The study treatments were blinded to both patients and study personnel.,"
",low,Both albiglutide and matching placebo contained the same excipients added to either lyophilised albiglutide or matching placebo. The study treatments were blinded to both patients and study personnel.,"
","high,low","The primary analysis of HbA 1c change from baseline at week 52 evaluated the intent-to-treat (ITT) population using an ANCOVA model with treatment group, region, history of MI and age (above/below 65 years) as factors and baseline HbA 1c as a continuous covariate. The ITT population includ- ed all patients who received at least one dose of the study drug, had a baseline HbA 1c and had at least one post-baseline HbA 1c assessment. Imputation for missing observations was applied to efficacy endpoints evaluated at or before week 52 using the last observation carried forward (LOCF) method. Patients","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,Random assignment of 105 patients to each of the three treatment groups in a 1:1:1 ratio by an interactive voice response system was,"
"
NCT00849056,hba1c and or MACE,y,orig,Publication not available,,SA,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00854035,hba1c and or MACE,y,orig,#11740,Kadowaki 2013,"LW,SA",low,"unclear,low",,,,,,Eligible patients were randomized (1:1) to either sitagliptin 50 mg q.d. or matching placebo for 16 weeks in double-blind fashion using a computer-gen- erated allocation schedule.,"
",low,"Change from baseline in HbA1c at week 16 was the pri- mary efﬁcacy endpoint, and changes from baseline in FPG and 2-h postmeal glucose (2-h PMG) at week 16 were secondary endpoints.,AE (nausea, vomiting, and diarrhea). <b>All between-group differences were non-signiﬁcant 

b P/S = PBO during double-blind period and SITA 50 mg (n = 16) or SITA 100 mg (n = 113) in the open-label period; S/S = SITA 50 mg during double-blind period and SITA 50 mg (n = 12) or SITA 100 mg (n = 113) in the open-label period</b> c One hundred twenty-four subjects","
lab test,  measurement unlikely to be influenced,
","low,high","Two hundred ﬁfty-four patients completed the double- blind period and entered the open-label period; of those, 239 patients subsequently completed the open-label period","
",low,"Missing values were handled by the cLDA model, without explicit imputation.","
","low,unclear",,,low,"The present study examined the efﬁcacy and safety of the addition of sitagliptin to Japanese patients with T2DM who were inadequately controlled on insulin monotherapy.
Diabetes Society 2013 Abstract Introduction <b>This multicenter, randomized study assessed 
the efﬁcacy and safety of the dipeptidyl peptidase 4 
inhibitor sitagliptin added to insulin monotherapy in Jap- 
anese patients with type 2 diabetes mellitus (T2DM).</b> Materials and methods This study","

",Eligible patients were randomized (1:1) to either sitagliptin 50 mg q.d. or matching placebo for 16 weeks in double-blind fashion using a computer-gen- erated allocation schedule.,"
"
NCT00855166,weight only,y,orig,#1664,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT00856284,hba1c and or MACE,y,orig,#2347,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00856284,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00859898,hba1c and or MACE,y,orig,#1698,,KA,low,low,,,,,,,,low,,,low,,,unclear,,,low,,,low,,,,
NCT00866658,hba1c and or MACE,y,orig,#8954,Seino 2012,"KA,SA",low,low,,,,,,"Randomization of subjects and allocation of medication was performed using an interactive voice response system (IVRS). Patients were stratiﬁed by screening values of HbA 1c (<8.0%, ≥8.0%) and sulfonylurea use (yes/no).","
","unclear,low",,,low,"This was a 24-week, randomized, double-blind, placebo- controlled, two-arm, parallel-group study.","
","high,low","Analyses of the primary efﬁcacy variable [change in HbA 1c from baseline to endpoint using the last observation carried forward (LOCF)] were performed using an analysis of covariance (ancova) model with treatment group, screening strata for HbA 1c (<8%/≥8%), sulfonylurea use (yes/no), and country as ﬁxed factors, and baseline HbA 1c as a covariate.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Randomization of subjects and allocation of medication was performed using an interactive voice response system (IVRS). Patients were stratiﬁed by screening values of HbA 1c (<8.0%, ≥8.0%) and sulfonylurea use","
"
NCT00870194,hba1c and or MACE,y,orig,#1688,,SA,low,Unclear,,,,,,,,Low,,,Low,,,u,,,Low,,,Low,,,,
NCT00877890,hba1c and or MACE,y,orig,#3510,Blevins 2011,"KA,SA",low,low,,,,,,"commercial material) compared with ExBID. <b>Patients 
were randomized 1:1 to treatment with ExBID or ExQW, with 
randomization performed centrally via an interactive voice or</b> 1302 Blevins et al. Better","
","high,low",,unblinded.,"high,low","This study was a randomized, comparator-controlled, open- label evaluation of the efficacy, safety, and tolerability of ExQW (intended commercial material) compared with ExBID.","
","high,low","The intent-to-treat (ITT) population (n 252) consisted of all randomized patients receiving at least one dose of randomized study medication. The evaluable population (n 204) consisted of all ITT patients completing study procedures through at least wk 20 in compliance with the protocol and receiving adequate study medication exposure. With the exception of safety and subgroup analyses, performed for the ITT population only, all analyses were performed for both the ITT and evaluable popu- lations. Missing postbaseline efficacy data were imputed using the last observation carried forward (LOCF) approach. As a sensitivity analysis, the change in HbA1c was evaluated using all observed postbaseline data (without imputation) in a mixed- effects model repeated-measure analysis (change in HbA1c as dependent variable; treatment, week, treatment by week inter- action, concomitant SU use at screening, and baseline HbA1c stratum as fixed effects; subject as random effect). Efficacy data","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,web response system. Randomization was stratified according to concomitant SU use at screening and baseline HbA1c stratum ( 9.0% or 9.0%). Patients,"
"
NCT00885352,hba1c and or MACE,y,orig,#2214,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00885352,hba1c and or MACE,y,updat,,,ELB,Unclear,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00885378,hba1c and or MACE,y,orig,#11974,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00885378,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00894868,hba1c and or MACE,y,orig,,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00894868,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00909597,hba1c and or MACE,y,orig,#2205,Pratley 2013,SA,low,low,,,,,,,,low,Clinical investigators were blinded to all ef<U+FB01>cacy parameters measured during the course of the study.,"
",low,"Methods Study Design and Interventions <b>The T-emerge 6 study (NCT00909597) was a randomized, 
double-blind, double-dummy, active-controlled trial con- 
ducted at 130 clinical sites in 17 countries.</b> The study protocol was approved","
",low,Missing values were imputed as the last observation carried forward.,"
",low,,,low,"Mean (�s.e.) HbA1c reductions with taspoglutide 10 (-1.18 � 0.08%) and 20 mg (-1.36 � 0.08%) were non-inferior to pioglitazone (-1.30 � 0.08%) (p = 0.21 and 0.37, respectively); mean treatment differences were 0.12 (95% con<U+FB01>dence interval: -0.03, �0.26) and -0.06 (-0.20, 0.08) for taspoglutide 10 and 20 mg versus pioglitazone. Mean (�s.e.) changes in body weight (kg) were -0.8 � 0.3, -1.0 � 0.3 and 3.6 � 0.3 for taspoglutide 10 and 20 mg and pioglitazone, respectively; 8, 11 and 1% of patients achieved =5% weight loss. A higher incidence of adverse events (AEs) occurred with taspoglutide, predominantly gastrointestinal disturbances and injection-site reactions, resulting in higher rates of discontinuation versus pioglitazone. No treatment differences in serious AEs were observed.
The primary ef<U+FB01>cacy endpoint was the absolute change from baseline in HbA1c at week 24. Secondary ef<U+FB01>cacy endpoints were the changes in fasting plasma glucose (FPG), body weight and waist and hip circumference; the proportion of subjects achieving an HbA1c of =7.0% and =6.5%; and those achieving weight loss of >5% or >10%. Exploratory endpoints included changes in �-cell function [homeostasis model assessment of �-cell function (HOMA-B), fasting insulin, pro-insulin, pro- insulin/insulin ratio and C-peptide], lipids [triglycerides, total cholesterol, low-density lipoprotein (LDL) cholesterol, high- density lipoprotein (HDL) cholesterol and LDL/HDL ratio], C-reactive protein, blood pressure and appetite on a standard visual analogue scale, as well as the proportion of subjects who received rescue medications for hyperglycaemia.","

",Randomization (1: 1: 1) via a central randomization system was strati<U+FB01>ed by HbA1c level (<8.0% or =8.0%) and background medication (sulphonylurea alone or sulphonylurea plus metformin).,"
"
NCT00915772,hba1c and or MACE,y,orig,#1930,Haak 2013,SA,low,low,,,,,,,,low,"All reported AEs suspected of being stroke, cardiac ischaemia (including myocardial infarction [MI]) or cardiovascular death were reviewed in a blinded fash- ion by an independent clinical event committee.","
",low,"In this multicentre, randomised, double-blind, parallel-group extension study, patients with type 2 diabetes were assigned to linagliptin 2.5 mg plus met- formin 500 mg (both twice daily [bid]), linagliptin 2.5 mg plus metformin 1000 mg (both bid) or metfor- min 1000 mg bid monotherapy for 54 weeks (Fig- ure 1).","
",low,Val- ues obtained after rescue therapy were excluded and considered missing values.,"
",low,,,low,"All three non-switched groups maintained reductions in glycosylated haemoglobin (HbA1c; mean � standard deviation reductions across the 1.5-year period: linag- liptin 2.5 plus metformin 1000 bid, �1.63 � 1.05%; linagliptin 2.5 plus metfor- min 500 bid, �1.32 � 1.06%; metformin 1000 bid, �1.25 � 0.91%) while the switched groups showed additional HbA1c reductions. During the extension, there were no clinically meaningful changes in body weight in any group. Adverse event rates were similar between groups, with most events being mild or moderate, and the incidence of investigator-de<U+FB01>ned hypoglycaemia was low, with no severe events.
The primary end-point was safety, assessed by the incidence and intensity of AEs, withdrawal because of AEs, clinically relevant new or worsening <U+FB01>ndings in physical examination or ECG reported as AEs, changes from baseline in vital signs and changes from baseline in clinical laboratory assessments.","

","Randomi- sation was performed centrally without strati<U+FB01>cation, using a pseudo-random number generator.","
"
NCT00917267,hba1c and or MACE,y,orig,#11434,Onishi 2013,"SA,ELB",low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT00918879,hba1c and or MACE,y,orig,,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00918879,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Low,Unclear,Unclear,no pdf or adequte info on ctg,,,,,,,,,,,,,,,,,,,
NCT00935532,hba1c and or MACE,y,orig,#1784,Inagaki 2012,"KA,SA",low,low,,,,,,Randomization was achieved by using a computer-generated random se- quence with an interactive voice response system.,"
","unclear,low",,,low,"This was a randomized, open-label, comparator-con- trolled, parallel-group, noninferiority study conducted in Japan.","
","high,low","For the primary end point, the change in HbA 1c from baseline to end point was evaluated by using an ANCOVA model with treatment group, baseline HbA 1c ( 8.5% or 8.5%), OAD (BG or BG TZD), and pretreatment with an SU (presence or absence) as factors and the baseline HbA 1c as a covariate, using an LOCF approach.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"days before screening. Study Design <b>Eligible patients were randomly assigned (1:1) to 
add exenatide QW or once-daily insulin glargine to 
their current OAD treatment. Randomization was</b> stratiﬁed only according to HbA","
"
NCT00954447,hba1c and or MACE,y,orig,#1922,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00954447,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00957060,hba1c and or MACE,y,orig,,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00957060,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,High,High,Unclear,Unclear,"Open label, no pdf",,,,,,,,,,,,,,,,,,,
NCT00960076,hba1c and or MACE,y,orig,#1652,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00960076,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00960661,hba1c and or MACE,y,orig,#2321,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT00968708,hba1c and or MACE,y,orig,#9126,White 2013,LW,low,low,,,,,,Treat- ment allocation was blinded to patients and investigators throughout the course of the study.,"
",low,,,low,,,low,,,low,,,low,,,,stratified
NCT00968812,hba1c and or MACE,y,orig,#1891,Cefalu 2013,"KA,LW",low,low,,,,,,"Participants were then randomly assigned, in a 1:1:1 ratio, by an interactive voice or web response system to be given canagliﬂ ozin 100 mg or 300 mg or glimepiride. The sponsor prepared the computer-generated random- isation schedule before the study. Randomisation was balanced with the use of permuted blocks of three patients per block and stratiﬁ ed by whether the patient was taking a stable, protocol-speciﬁ ed dose of metformin before screen- ing versus whether they had either undergone metformin dose adjustment or discontinued use of a second anti- hyperglycaemic drug, or both, and by country.,Efﬁcacy and safety of canagliﬂozin versus glimepiride in patients with type 2 diabetes inadequately controlled with metformin (CANTATA-SU): 52 week results from a randomised, double-blind, phase 3 non-inferiority trial.
Details of the study design have been reported previously [7, 8].","
,

 Participants were then randomly assigned, in a
1:1:1 ratio, by an interactive voice or web response system
to be given canaglifl ozin 100 mg or 300 mg or glimepiride.
The sponsor prepared the computer-generated randomisation schedule before the study.",low,"Patients, study investi- gators, and local sponsor personnel were masked to treatment assignment until ﬁ nal database lock. To maintain masked treatment, study drug was supplied in levels (levels one to ﬁ ve) to allow for masked increases and decreases of glimepiride throughout the double- blind treatment period.","
",low,"Patients, study investi- gators, and local sponsor personnel were masked to treatment assignment until ﬁ nal database lock. To maintain masked treatment, study drug was supplied in levels (levels one to ﬁ ve) to allow for masked increases and decreases of glimepiride throughout","
","high,low","The primary analysis was based on a last observation carried forward (LOCF) approach in the modiﬁ ed intention-to-treat population (all randomised patients receiving at least one dose of study drug). To support this analysis, a secondary per-protocol analysis (all patients who completed the 52 week study, did not need glycaemic rescue drug, and had no prespeciﬁ ed protocol violations that could aﬀ ect eﬃ cacy analyses) was done.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Participants were then randomly assigned, in a 1:1:1 ratio, by an interactive voice or web response system to be given canagliﬂ ozin 100 mg or 300 mg or glimepiride. The sponsor prepared the computer-generated random- isation schedule before the study. Randomisation was balanced with the use of permuted blocks of three patients per block and stratiﬁ ed by whether the patient was taking a stable, protocol-speciﬁ ed dose of metformin before screen- ing versus whether they had either undergone metformin dose adjustment or discontinued use of a second anti- hyperglycaemic drug,","
"
